0x702D9152C192Fd84152406e612C000d19fFEd8Ad,7685778.225856186
0x0A12bA2880cBC4e58E19F03BF77bE7c676859f22,7508604.441231393
0x5f61a6D284289A30f2dA660F5Beb6C35879D8aF0,6462519.523784977
0x48055195ab8491b3c934f72fa702129C286A12d1,3183546.083970181
0x8D1B260D0213b9ea7751078E6E8bA9869c54bb70,2616887.358575428
0xC0C0F5F26434756358a8589a269262b4663d51d8,2614839.286988014
0x485A86055dB06e1dad9Ff7Eece5324F362c001a1,2311955.883253919
0x64144906d4747757C546FE89c363172B85AA4fD7,1566165.289722950
0xdfefA1653dee9eD586c031ee0692eA66C7519B1e,1487433.563778068
0xeB08fF22c5Dea891A07E69BFC6EC419677303d50,1357026.476098547
0x92B61e97d2f0cC52De14Be88792c6e116Ef52F3b,1056450.678929923
0x92fe2d551Abd85eD33e3c61aa79CEc80B0a563A0,967368.481319614
0x2FEEf2a1B19247a9f4FFA29B5Bc050F076a56cAc,988176.222282547
0x762740C81EA411F6c39e15DaF3A6476430644531,805486.780055750
0x1F95bB300658A2deA472b77CA231cfDd5cE3E40C,753413.729002507
0xA1dAd47335B4fD127a271BBb6b673FA3B2b043b9,720305.814739927
0x0f698B9Db226A445A726B0DB5bF282881b9B6648,687915.274129902
0xA4f644567C1f63c94A11914fAaeda691763eE05F,637396.279984927
0xDC2c41Ea99E6516b2C3A16B2Ba0616f1F132EFD3,628820.586759855
0x6a2A0795AefC4a5d94C4aed90238a95103dBEAB4,607234.504425235
0x88F3abf27c2B53480240C7209d160a6136F4fe23,590932.074823451
0xEF2071961Fa740d18399B63D8AdB358fE5258640,583504.160220166
0x7f965E0c799D50649CcF275f63BABE9C443BC2C7,577062.763839914
0xf58d4aAf7514d2Cb351291436146c4DC0790B4E2,566553.979334848
0xf9f198D38fDaeBb207FdEf47d56a735575BCBf07,530685.023851519
0x8bFE49337f92F7519F4a5b390D44084637EEDEe8,519869.933758432
0x0826f764Fb4856Ee4357d6f7AbEea8d8c3E4aF6a,516295.836739902
0xa54271Ba419b039983E0AA32e849E7F73771cCf5,505085.799215941
