0xe2546b144efc3f8bd85d84b6ca64cc4f033c9be1,84847467999496380,84847467999496380
0xa96e4bb2ad4233822d8b64c511a7359d4bc55617,2349975753677,2349975753677
0x097ae25655d7a0cb90806304fd7908b1f5d3a9bc,418109621782,418109621782
0xb0b215d519d9c48ebf0211c38ee3517e5136606d,296842016712,296842016712
0x25150ae86241d8128edda5039c0fff7762d62f90,247995612598,247995612598
0x59321390d5db0df2aa7d5cbc9e0cc057b796da34,230688392604,230688392604
0x36fccc07514716534102ca6ceab2942b0a90ef51,200189829053,200189829053
0x068de4124693f7392b702b3483ac1e392e7d444b,181272121432,181272121432
0xc372d9ca3289fc57fa538dfe46e236d67754edee,99738906698,99738906698
0xcb13801444b2d1710f46a3d4136b4f0fd4f96d6d,87308622446,87308622446
0x556031489a43d43b7b154947547a18ec7e0866e9,82359001344,82359001344
0x2baad90a0e32ad9fcd46531905aff1e0b8d09cb7,77203008315,77203008315
0x33d3e5bff38df9d7d20775e8dec14127e91a65d5,71340821455,71340821455
0x940fd4a6c69e448d41ad9e68c258f238c61968cb,64647918579,64647918579
0x72cba65d0ecad3821d2ed3f04b8211fb6e5526f2,64563437049,64563437049
0xf8db92849a289f483b5923a03761c18bb269192e,55014069166,55014069166
0x730faef9cd43809e524e33826bd09f1a601287e2,53645381261,53645381261
0x789a9fe9d50ecf6f16022b93ba90b65a4a04bf5d,51050726208,51050726208
0x639090cdd215010fe54c36a49bbd1604f034e1d4,49519966131,49519966131
0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,45358743098,45358743098
0xc4ea203e2eb096c4d949b9a64a5d49c0a8a1d8b3,45064779111,45064779111
0xd8eb42b7bf0f4c0033243d83bb3ea13a6cde3ea1,43560498845,43560498845
0x343af67ff2e730bec550d60dfae630e56284bb0c,41186479567,41186479567
0xe4270ebe6e75dc28d40fa58635b53eab945b24a7,37204784399,37204784399
0x5bc8e51804f53cc0a1041d2359379b249db9e0f0,35871408492,35871408492
0x7a1537108c931b778969c595aba18a8db1979381,35228854973,35228854973
0x9d458d056ceedca9c7b7d71a093cad9e54f1d14d,33667232043,33667232043
0x2527db863d06f4afe9c873d17ca18a8f662cf592,32795540648,32795540648
0x2fe38e3638ea40f7d9f32865ea1f09369753ee0d,32423976202,32423976202
0xeb6f15a7dd70924f1c082e37014669ac0e0fa864,31263210153,31263210153
0x0e7fe94f7b5724667045383a7b837d10ca171c4f,30026843395,30026843395
0xb5525a3052438df842c36a413ef4771661f68d7c,29187675650,29187675650
0x0ef791a46380a148ebd509a07766e53a21a1bef1,27460715488,27460715488
0xeffe60ec0bd219760eb40e8b810c54dd2eddc351,27368116331,27368116331
0xe5b9375236e7dca6d1213d37918880bdc3c41754,25122857658,25122857658
0x45b4f1d285e750e60408496459153e41af174be4,24036358363,24036358363
0xf248e3a38bbbfa1a20fc6fcccb0a35af3e51d642,23789049231,23789049231
0x12a072d3349bc6c7160a7bf5227c6a8afd80f14f,23680835697,23680835697
0x1b772387d2401e94466c4d21cc5c126592695da4,23673189193,23673189193
0x5b47842e7b628564415f93950803b14ac60bebb1,23504608612,23504608612
0x10c60f4fa67f4fa329c0573cd8e6e0e4eec52fa8,23427805514,23427805514
0x8382f1fcbd13bf35fa60ede0e4ef1cb48e77b461,22945605916,22945605916
0x1a520e3c3ffdc3c59958f7a11c5e18921808b02f,22901737332,22901737332
0xeaeb358c0e6cc131d903c8b0da8bd45d922d2fa7,22855869387,22855869387
0x370bba8d4454e948f8c0897e23741f4bfeb43b41,22499127850,22499127850
0xf6268a4490995eec09de097a7279e592992ab03d,22456411252,22456411252
0xadad91fff86d2353814b8739f7b40660f0e776ed,22328877638,22328877638
0x6162904cd890afb2a22f49c3f0749495baac7ea5,21667916561,21667916561
0x929f5b2f13ea216c6b58da12da365b90c7731bd2,21344651759,21344651759
0x57448f96d5f2932a149b484a8bf81af05f26091f,20842603450,20842603450
0xf733185197c0203d2bb7a5b87fdd9f3c066028f4,20617964270,20617964270
0xb2fdb7b3773dfe1cc43cd15964acd2dcd210f8b2,18974881039,18974881039
0xb68df9ddf70bd83d3b9a98df99b0b7244c6a90d3,18415648810,18415648810
0xa522048f3084d25cddb5b7bba83374272322eb61,17082482652,17082482652
0x772b8a2df2a19df3583f5c8af40890a8cbacff35,16880257800,16880257800
0x48054eb5b961fe8460b1cd43f71f9b3593b76049,16179192790,16179192790
0x55af340bb94558347fe0b6051a815cdc973ab5e5,15620563462,15620563462
0x0f1f63b6e262cb406ace6e9267ac4f8e156ba7fe,14895907857,14895907857
0xd91b9c10e49b8849909cde06ff258c7ac0d21f81,14289035866,14289035866
0x6d1dc634d20268649e1eb6b207960fbc76e57dd7,13703371251,13703371251
0x1fc6aa821a1335b66c6c2bfec8fe3486f6ce1763,13647842472,13647842472
0x97eda3c9f1e4c7ef743b552ab687aa49fca804c0,13339390909,13339390909
0xf6b075b0b174009dd239dacc93b29640f6bfba16,12356801958,12356801958
0xfab58e16432f7898e4d8607f76dc4e837410d55f,12063080053,12063080053
0xe9190c00dded1544e519567a6199ec069df78482,12003225068,12003225068
0x14797484b310253d1f22cd8c056cb8c688037337,11895198696,11895198696
0x125fd6ed0083fb19a11079d0711f09b56e198785,11685013972,11685013972
0xd0b00c0f72da66c5a67e9c5dbec51b165361f5cd,11664471790,11664471790
0x264bcea8b20a16889a80df316f4a7c449e90eced,11439193016,11439193016
0xf9f1637b402f705c455358bb74dc1d90571cc16d,11217664347,11217664347
0xb0e196ef75882b9542caee70a0a6165a63d660e2,11094027275,11094027275
0x2b96f01bd7776840ee047cdf1ea30b567ed69697,10899883626,10899883626
0x28d8d5350223529d9db8cbc76682babcae086272,10663359992,10663359992
0xb5ad9830121806c698e8f533a106b8f37d3c1332,10525669285,10525669285
0x6962a97d8ba5189dd8fb8e56f2c5b10ea6d1f513,10147574270,10147574270
0x6e3e113739987efd86cf56cb983e8ad76925cd40,9980768765,9980768765
0xd8eee7455be7c68d386d32453f16e4b28acfca54,9820482378,9820482378
0xa628143f0292b7f4d4ba644414c57ee4003b79ff,9482314877,9482314877
0x2f17a488af3e55079eb8587cfb60be73bc0fc785,8626703233,8626703233
0x6a509ff1f4d011f3dc023370d9c0f55f0c1870db,8329475414,8329475414
0x016499d4330bb050aaa51394463aab04f1cb3b38,8117944385,8117944385
0x68299d3d39c939a7ccfed0c5e3ccde7651b08604,7777978135,7777978135
0xa49fd046444fb7d0735870091b90aaf388e6b882,7700004831,7700004831
0x31f69ead6b27adac08dd060e67d3d8ecf5118326,7664986199,7664986199
0x272fb300717a9f7e0215afe22595af5cbfa58591,7579643648,7579643648
0xf40d1f282235141324e53fef11d640498f07533d,7443132494,7443132494
0xd8af5716f807d7f98114f554d5eb69be1def32cb,7303554394,7303554394
0x5afb910589569ae5ee0ac29cde4d2b340a86fd43,6920140914,6920140914
0x70adbd23f1f890c98a0dcb3552deb5491690b1df,6674863702,6674863702
0xdb93bb3aefc01c3a9964f58bfaa1c327c1b10afe,6669764034,6669764034
0xa0e300039e88fe3c3d49755a77cc7db881b3cea6,6627025236,6627025236
0xe2bc19c6526ce073586f53962bb55e9440e7bc68,6578861453,6578861453
0xfe6b17f148d2b069fe4c299780b9d3231cdfff1a,6514717318,6514717318
0x53064edfe9e4184f27a9a4ca487f75fec4d2152f,6214189980,6214189980
0x082e6e6a98df7301d5543ecd3b8cfdd6c9ac0b07,6054507777,6054507777
0xd0dc07b98769f23a7bdbef15a35faa256cb65dcf,6036079538,6036079538
0xf38512c58c8ff43e2bd473ee6380976cfd256a02,5981095482,5981095482
0x0ca4b20137296ba4f050ab58ddd0ab819fb6e923,5678667430,5678667430
0x3a6e6d45d2aae61066511e1d34e079984867620e,5543262245,5543262245
0x655a6229863a5b168f3ca398f390d25b9acab8a1,5508068514,5508068514
0x956b72fee80e34cb3571854f97ed1e49949d2b17,5508068513,5508068513
0x93c4892491297448888b2f8449c20eb9ca1ee4dc,5500058498,5500058498
0x6f8936b2466aa240637df3b1d2f6566a1d94faa9,5477235382,5477235382
0x5658906351368362351fac485b8d741ef6c4f5ca,5438407112,5438407112
0xbcbe25cc35e15d4128170b66d94642d4fd9d96ee,5346437901,5346437901
0xa2e347305d28c106f9aceb9fbd9e1f5c462ad6a9,5201888048,5201888048
0x61613253b7833792dbf255d4deb85be35855089f,5087680486,5087680486
0x40e77368203d39a9e75a409814603d29aa89373e,5056607893,5056607893
0xb9b9eadbdab25754a36dc176c34e6519e9b7ff3f,5017383867,5017383867
0x1f2d45e9db57eb2d4857ba5c80c7d5a66b851532,4661804606,4661804606
0x7949ed1b419126e201abe404a65a226e2d5dc6d4,4627742973,4627742973
0x16a764a785c8194db9a150e85429f8655bc5e2d7,4562943375,4562943375
0x5ab341606055f9ce4c5208d866fe43fecd7a4665,4447099280,4447099280
0x1bb6a58c45118a4d55d78404a9ae76437c75e487,4419414451,4419414451
0x57bb1dae13b546a8ff54c6c17e1eec930a4ee73b,3930992340,3930992340
0x0d3c1c76dd4bb262dacca98d270df1d70e259e07,3921012708,3921012708
0x291ff585721514bd26a369099779d3d7013ee5bb,3917488220,3917488220
0xffedcdac8ba51be3101607fab1b44462c3015fb0,3846037039,3846037039
0x08c8c9d650cf928e5ace742f29a7ad6861c49896,3678305628,3678305628
0xcd209ba8d53608acb3dc6b792f1de39e2d248f96,3427249852,3427249852
0x9f4e83963f365efd197e339f6e6ceda790b1922d,3399283707,3399283707
0xb0ca67f625630b7cfe20b6797d59b47e25441d8f,3345142043,3345142043
0x1af9967fdd75bdc18cd41572d91c1be53e8599a9,3160237052,3160237052
0xee531b1c94755db9d8d169036f682c4a8ad90a4e,3096173877,3096173877
0x2b0b8aadb9b16465a0cf526b63adea97a4f45e54,3091698419,3091698419
0x297e407bca8be9cb5a51984b10e8235fc6be94d6,3051650205,3051650205
0x3b2ccdee638a4f8f5f2972f7c84d85cee97362a8,3010655881,3010655881
